indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
1320,otitissupurada ambos as,H70,H71,otitis media supurada,0.7897278070449829,H71,OTITIS MEDIA AGUDA SUPURADA                                 ,0.7869458198547363,,
1321,otitis izquierdo,H70,H73,ototubaritis aguda,0.7581713199615479,H73,OTOTUBARITIS AGUDA                                          ,0.7581712007522583,,
1322,otitis,H86,H70,otitis,1.0000001192092896,H70,OTITIS CAE                                                  ,0.7944737076759338,,
1324,otitis media aguda supurada derecho,H71,H71,OTITIS MEDIA AGUDA SUPURADA                                 ,0.928321897983551,H74,otitis media cronica supurada,0.8493269085884094,,
1325,otitis media aguda izquierdo,H71,H71,OTITIS MEDIA AGUDA                                          ,0.8711842894554138,H71,otitis media aguda,0.8711842894554138,,
1326,otitis media aguda,H71,H71,OTITIS MEDIA AGUDA                                          ,0.9999999403953552,H71,otitis media aguda,0.9999999403953552,,
1327,otitis media aguda ambos as,H71,H71,otitis media aguda,0.8954878449440002,H71,OTITIS MEDIA AGUDA                                          ,0.8954877257347107,,
1328,otitis media aguda supurada izquierdo,H71,H71,OTITIS MEDIA AGUDA SUPURADA                                 ,0.8726262450218201,H74,otitis media cronica supurada,0.8002484440803528,,
1329,adenitis faringitis mononucelosis,B70,R83,FARINGITIS CRONICA                                          ,0.5833762884140015,B71,LINFADENITIS CRONICA                                        ,0.5833480954170227,,
1330,faringitis aguda ganglios izdos,R74,R74,FARINGITIS AGUDA                                            ,0.7067695260047913,R83,FARINGITIS CRONICA                                          ,0.6874086856842041,,
1331,faringitis aguda strep pyogenes,R74,R72,FARINGITIS AGUDA ESTREPTOCOCICA                             ,0.7201504111289978,R74,FARINGITIS AGUDA                                            ,0.6431782245635986,,
1333,otitis cae ambos as,H70,H70,OTITIS CAE                                                  ,0.730096697807312,H73,OTOTUBARITIS AGUDA                                          ,0.6618809700012207,,
1334,traqueitis aguda otitis media,R77,H71,otitis media aguda,0.8522059321403503,H71,OTITIS MEDIA AGUDA                                          ,0.8522058129310608,,
1335,bartholinitis,X99,X99,BARTHOLINITIS                                               ,1.0,X99,ABSCESO DE BARTHOLINO                                       ,0.7549511194229126,,
1336,sindrome gripal otitis externa,R80,H70,OTITIS EXTERNA FORUNCULO                                    ,0.6605147123336792,H70,OTITIS EXTERNA                                              ,0.6512343883514404,,
1337,otitis repetici n,H71,H73,OTOTUBARITIS AGUDA                                          ,0.6708931922912598,H73,ototubaritis aguda,0.6708930730819702,,
1338,otitis media aguda izquierdo faringitis,H71,H71,OTITIS MEDIA AGUDA                                          ,0.7000287771224976,H71,otitis media aguda,0.7000287771224976,,
1339,otitis externa micotica izquierdo,H70,H70,OTITIS EXTERNA MICOTICA                                     ,0.918540358543396,H70,OTITIS EXTERNA FORUNCULO                                    ,0.7510794401168823,,
1340,otitis externa izquierdo amigdalitis,H70,H70,OTITIS EXTERNA FORUNCULO                                    ,0.7643136382102966,H70,OTITIS EXTERNA MICOTICA                                     ,0.7425935864448547,,
1341,faringitis aguda conjuntivitis,R74,R74,FARINGITIS AGUDA                                            ,0.7527976036071777,R83,FARINGITIS CRONICA                                          ,0.6744351387023926,,
1342,faringitis aguda otitis dcha,R74,H73,OTOTUBARITIS AGUDA                                          ,0.7695307731628418,H73,ototubaritis aguda,0.7695306539535522,,
1344,trastorno ansiedad,R74,P74,TRASTORNO DE ANSIEDAD                                       ,0.8511421084403992,P74,TRASTORNO DE ANSIEDAD GENERALIZADA                          ,0.6711020469665527,,
1345,otitis media aguda perforada ambos as,H71,H71,OTITIS MEDIA AGUDA PERFORADA                                ,0.938599407672882,H71,otitis media perforada,0.8421340584754944,,
1346,otitis externa micotica ambos as,H70,H70,OTITIS EXTERNA MICOTICA                                     ,0.889788031578064,H70,OTITIS EXTERNA FORUNCULO                                    ,0.7294807434082031,,
1347,otitis externa forunculo izquierdo,H70,H70,OTITIS EXTERNA FORUNCULO                                    ,0.9587844014167786,H70,OTITIS EXTERNA MICOTICA                                     ,0.7806771993637085,,
1348,otitis externa bacteriana difusa izquierdo,H70,H70,OTITIS EXTERNA BACTERIANA DIFUSA                            ,0.9642885327339172,H70,OTITIS EXTERNA BACTERIANA CIRCUNSCRITA                      ,0.8910440802574158,,
1349,faringitis,R85,R74,FARINGITIS AGUDA                                            ,0.8915015459060669,R83,FARINGITIS CRONICA                                          ,0.8449180722236633,,
1350,otitis media cronica supurativa izquierdo,H74,H74,OTITIS MEDIA CRONICA SUPURATIVA                             ,0.9007031321525574,H74,otitis media cronica supurada,0.8735055327415466,,
1351,otitis media supurada od otomicosis,H70,H71,otitis media supurada,0.8313854932785034,H74,OTITIS MEDIA CRONICA SUPURATIVA                             ,0.7244905829429626,,
1352,faringitis aguda estre imiento,R74,R74,FARINGITIS AGUDA                                            ,0.896691620349884,R83,FARINGITIS CRONICA                                          ,0.8063835501670837,,
1353,faringitis aguda otalgia,R74,H01,OTALGIA                                                     ,0.6766417026519775,H73,OTOTUBARITIS AGUDA                                          ,0.6759994029998779,,
1354,trastorno ansiedad,R74,P74,TRASTORNO DE ANSIEDAD                                       ,0.8511421084403992,P74,TRASTORNO DE ANSIEDAD GENERALIZADA                          ,0.6711020469665527,,
1356,faringitis aguda infeccion u pie,R74,R74,FARINGITIS AGUDA                                            ,0.8487362265586853,R83,FARINGITIS CRONICA                                          ,0.7830278277397156,,
1357,otitis media aguda izquierdo,H71,H71,OTITIS MEDIA AGUDA                                          ,0.8711842894554138,H71,otitis media aguda,0.8711842894554138,,
1358,faringitis coxakie,B72,R83,FARINGITIS CRONICA                                          ,0.8231633305549622,R74,FARINGITIS AGUDA                                            ,0.7529292702674866,,
1359,otitis media serosa derecho,H72,H72,otitis media serosa,0.8459810018539429,H72,OTITIS MEDIA SEROSA                                         ,0.8459808826446533,,
1360,otitis media serosa izquierdo,H72,H72,otitis media serosa,0.9000669121742249,H72,OTITIS MEDIA SEROSA                                         ,0.9000668525695801,,
1361,otitis media serosa ambos as,H72,H72,OTITIS MEDIA SEROSA                                         ,0.8532050848007202,H72,otitis media serosa,0.8532050251960754,,
1362,catarro otitis,R74,H70,OTITIS CAE                                                  ,0.739932119846344,H73,OTOTUBARITIS AGUDA                                          ,0.7014088034629822,,
1363,otitis externa bacteriana difusa ambos as,H70,H70,OTITIS EXTERNA BACTERIANA DIFUSA                            ,0.9464864134788512,H70,OTITIS EXTERNA BACTERIANA CIRCUNSCRITA                      ,0.8769375085830688,,
1364,tos productiva otitis serosa,R05,H72,OTITIS MEDIA SEROSA                                         ,0.6336219906806946,H72,otitis media serosa,0.6336219906806946,,
1365,otitis externa virica derecho,H70,H70,OTITIS EXTERNA VIRICA                                       ,0.945832908153534,H70,OTITIS EXTERNA ECCEMATOSA                                   ,0.7402543425559998,,
1366,otitis externa bacteriana circunscrita ambos as,H70,H70,OTITIS EXTERNA BACTERIANA CIRCUNSCRITA                      ,0.9313825368881226,H70,OTITIS EXTERNA BACTERIANA DIFUSA                            ,0.8817485570907593,,
1367,catarro otitis media aguda izquierdo,H71,H71,OTITIS MEDIA AGUDA                                          ,0.8024032711982727,H71,otitis media aguda,0.8024032711982727,,
1368,otitis media aguda supurada ambos as,H71,H71,OTITIS MEDIA AGUDA SUPURADA                                 ,0.9137659072875975,H71,OTITIS MEDIA AGUDA                                          ,0.8281958103179932,,
1369,otitis externa bacteriana difusa derecho,H70,H70,OTITIS EXTERNA BACTERIANA DIFUSA                            ,0.980905532836914,H70,OTITIS EXTERNA BACTERIANA CIRCUNSCRITA                      ,0.9107195734977722,,
1370,otitis externa eccematosa ambos as,H70,H70,OTITIS EXTERNA ECCEMATOSA                                   ,0.9174252152442932,H70,OTITIS EXTERNA MICOTICA                                     ,0.7132740616798401,,
1371,otitis medio drch,H71,H70,OTITIS CAE                                                  ,0.6850049495697021,H70,otitis,0.6752006411552429,,
1372,ototubaritis aguda,H73,H73,OTOTUBARITIS AGUDA                                          ,1.0,H73,ototubaritis aguda,1.0,,
1373,ototubaritis aguda,H73,H73,OTOTUBARITIS AGUDA                                          ,1.0,H73,ototubaritis aguda,1.0,,
1374,ototubaritis cronica,H73,H73,OTOTUBARITIS CRONICA                                        ,1.0,H73,ototubaritis cronica,0.9999999403953552,,
1375,tubaritis aguda trompa eustaquio,H73,H73,TUBARITIS AGUDA TROMPA DE EUSTAQUIO                         ,0.9944457411766052,H73,TUBARITIS CRONICA TROMPA DE EUSTAQUIO                       ,0.9468403458595276,,
1376,tubaritis aguda trompa eustaquio dcha,H73,H73,TUBARITIS AGUDA TROMPA DE EUSTAQUIO                         ,0.9814560413360596,H73,TUBARITIS CRONICA TROMPA DE EUSTAQUIO                       ,0.9482272863388062,,
1377,torticolis adenitis,L01,R90,adenoiditis cronica,0.4997360110282898,R90,ADENOIDITIS CRONICA                                         ,0.4997359216213226,,
1379,faringitis cronica,R83,R83,FARINGITIS CRONICA                                          ,0.9999998807907104,R74,FARINGITIS AGUDA                                            ,0.8869909048080444,,
1380,otalgia derecho otitis serosa od,H01,S86,otras dermatosis eritematosas,0.6593438386917114,H70,OTITIS EXTERNA MICOTICA                                     ,0.623123288154602,,
1381,ira ototubaritis s t dcha,R74,H73,ototubaritis aguda,0.6251797080039978,H73,OTOTUBARITIS AGUDA                                          ,0.625179648399353,,
1383,ira bronquitis,R74,R78,BRONQUITIS                                                  ,0.8001764416694641,R78,bronquitis inespecifica,0.7885860800743103,,
1384,faringitis seca cronica,R74,R83,FARINGITIS CRONICA                                          ,0.9465497136116028,R74,FARINGITIS AGUDA                                            ,0.8700723648071289,,
1385,tubaritis aguda trompa eustaquio tapones,H73,H73,TUBARITIS AGUDA TROMPA DE EUSTAQUIO                         ,0.9840493202209472,H73,TUBARITIS CRONICA TROMPA DE EUSTAQUIO                       ,0.9483070969581604,,
1386,disfagia hernia hiato pangastritis bulboduodenitis,D21,D87,GASTRITIS ATROFICA                                          ,0.6218681335449219,D87,GASTRITIS CRONICA                                           ,0.5815050601959229,,
1387,faringotitis aguda,R74,R74,FARINGITIS AGUDA                                            ,0.9532864689826964,R83,FARINGITIS CRONICA                                          ,0.8802043795585632,,
1389,otitis media cronica supurativa derecho,H74,H74,OTITIS MEDIA CRONICA SUPURATIVA                             ,0.931657373905182,H74,otitis media cronica supurada,0.8522688150405884,,
1391,perforacion timpanica derecho,H77,H77,PERFORACION TIMPANICA                                       ,0.9242273569107056,H77,perforacion del timpano ,0.6971387267112732,,
1392,perforacion timpanica izquierdo,H77,H77,PERFORACION TIMPANICA                                       ,0.9281657338142396,H77,perforacion del timpano ,0.7137432098388672,,
1398,dismetria eeii escoliosis dorsolumbar,L98,L85,ESCOLIOSIS ADQUIRIDA                                        ,0.6871254444122314,L85,deformidades adquiridas de la escoliosis,0.6428042650222778,,
1400,tapon cerumen izquierdo,H81,H81,TAPON DE CERUMEN                                            ,0.7850874066352844,H73,taponamiento del la trompa de eustaquio,0.6294993758201599,,
1401,tapon cerumen ambos as,H81,H81,TAPON DE CERUMEN                                            ,0.7923206090927124,H73,taponamiento del la trompa de eustaquio,0.5349700450897217,,
1402,tapon cerumen derecho,H81,H81,TAPON DE CERUMEN                                            ,0.9125595688819884,H74,OTITIS MEDIA CRONICA SUPURATIVA                             ,0.6080682277679443,,
1403,sindrome vertiginoso,H82,H82,SINDROME VERTIGINOSO                                        ,0.9999999403953552,H82,sindrome vertiginoso,0.9999998807907104,,
1405,vertigo epistaxis,H82,R06,EPISTAXIS                                                   ,0.7326340675354004,H82,VERTIGO DE MENIERE                                          ,0.6425028443336487,,
1406,sindrome vertiginoso cervicoartrosis,H82,L84,CERVICOARTROSIS                                             ,0.7143407464027405,L83,SINDROME CERVICOBRAQUIAL                                    ,0.6513668298721313,,
1407,quiste preauricular derecho,H80,H80,QUISTE PREAURICULAR                                         ,0.756938099861145,H80,FISTULA PREAURICULAR                                        ,0.7198591828346252,,
1408,hipoacusia,H86,H86,HIPOACUSIA                                                  ,1.0,H86,HIPOACUSIA NEUROSENSORIAL                                   ,0.8757212162017822,,
1409,hipoacusia cronica,H86,H86,HIPOACUSIA CRONICA                                          ,1.0000001192092896,H86,HIPOACUSIA SUBITA                                           ,0.8648765683174133,,
1410,picor oreja ambos as,H29,H29,PICOR EN LA OREJA                                           ,0.7756984233856201,H29,PICOR EN EL OIDO                                            ,0.6746516823768616,,
1411,sordera subita,H86,H86,SORDERA SUBITA                                              ,0.9999999403953552,H86,SORDERA CRONICA                                             ,0.8174598217010498,,
1412,sordera senil,H84,H84,SORDERA SENIL                                               ,0.9999999403953552,P70,senil,0.7362117767333984,,
1413,dolor garganta,H02,R21,DOLOR DE GARGANTA                                           ,0.8556810021400452,R21,garganta dolorosa,0.7850659489631653,,
1414,barotrauma acustico derecho,H79,H79,BAROTRAUMA ACUSTICO                                         ,0.95359867811203,A88,efectos adversos por barotraumas,0.8205503225326538,,
1415,enfermedad periodontal,D82,D82,ENFERMEDAD PERIODONTAL                                      ,1.0,D82,ENFERMEDAD DENTAL NO ESPECIFICADA                           ,0.7157511711120605,,
1417,duda si existe embarazo,H70,W01,DUDA SI EXISTE EMBARAZO                                     ,0.9999999403953552,W71,ITU EN EL EMBARAZO                                          ,0.6343387365341187,,
1418,acufenos oido derecho,H03,N16,otras alteraciones olfato,0.5643727779388428,H82,ALTERACION LABERINTICA                                      ,0.5508334636688232,,
1421,catarro otitis catarral,R74,H70,OTITIS CAE                                                  ,0.723899781703949,H73,OTOTUBARITIS AGUDA                                          ,0.6724960207939148,,
1425,otomicosis izquierdo,H70,H70,OTOMICOSIS                                                  ,0.7555674910545349,H74,OTITIS MEDIA CRONICA SUPURATIVA                             ,0.6281541585922241,,
1426,dolor torax atribuido corazon,K01,K01,DOLOR DE TORAX ATRIBUIDO AL CORAZON                         ,0.9507968425750732,K01,DOLOR TORACICO ATRIBUIDO AL CORAZON                         ,0.925490379333496,,
1428,opresion torax atribuida corazon,K02,K02,OPRESION DE TORAX ATRIBUIDA AL CORAZON                      ,0.9608060121536256,K02,OPRESION TORACICA ATRIBUIDA AL CORAZON                      ,0.8907126784324646,,
1429,opresion toracica atribuida corazon,K02,K02,OPRESION TORACICA ATRIBUIDA AL CORAZON                      ,0.9879401326179504,K02,OPRESION DE TORAX ATRIBUIDA AL CORAZON                      ,0.9044781923294068,,
1431,braquialgia izquierdo,L09,L09,BRAQUIALGIA                                                 ,0.8997509479522705,N94,MERALGIA PARESTESICA                                        ,0.769988477230072,,
1432,taquicardia wpw,K04,K04,taquicardia,0.8722509741783142,K04,TAQUICARDIA                                                 ,0.8722508549690247,,
1433,latido cardiaco irregular,K05,K05,LATIDO CARDIACO IRREGULAR                                   ,1.0,K04,palpitaciones de los latidos cardiacos,0.6376489400863647,,
1437,edemas generalizados ambos as,K07,K07,EDEMAS GENERALIZADOS                                        ,0.8699206709861755,W84,EDEMA EN EL EMBARAZO                                        ,0.7607227563858032,,
1439,edema tobillos ambos as,K07,K07,tobillos edema,0.8512957692146301,K07,EDEMA DE TOBILLOS                                           ,0.8471666574478149,,
1442,edema tobillos ambos as eeii,K07,K07,tobillos edema,0.7653281092643738,K07,EDEMA DE TOBILLOS                                           ,0.7276584506034851,,
1443,heces blandas,D18,D18,HECES BLANCAS                                               ,0.7367113828659058,D15,heces negras,0.6914075016975403,,
1444,esguince torcedura tobillo,L77,L77,ESGUINCE DE TOBILLO                                         ,0.6994968056678772,L79,ESGUINCE DE CADERA                                          ,0.658940851688385,,
1445,esguince tobillo,L77,L77,ESGUINCE DE TOBILLO                                         ,0.9196077585220336,L79,ESGUINCE DE CADERA                                          ,0.7873263359069824,,
1446,quistes ri on dcho,S05,L87,quistes sinoviales,0.4330939054489136,L87,QUISTE SINOVIAL                                             ,0.4075260460376739,,
1447,inflamacion tras cirugia molar,D82,A87,COMPLICACION CIRUGIA                                        ,0.5787660479545593,R83,RINITIS CRONICA                                             ,0.5539417266845703,,
1448,meralgia parestesica muslos izq,N94,N94,MERALGIA PARESTESICA                                        ,0.8139798045158386,L09,BRAQUIALGIA                                                 ,0.5917556881904602,,
1450,miedo padecer enfermedad cardiaca,K27,K27,MIEDO DE PADECER ENFERMEDAD CARDIACA                        ,0.9223197102546692,K24,miedo a padecer un ataque cardiaco,0.7537168264389038,,
1451,disnea infgreso insuf cardiaca ansiedad,R02,R99,edema pulmonar sin insuficiencia cardiaca,0.6463791728019714,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,0.5862613320350647,,
1452,miedo padecer enfermedad circulatoria,K27,K27,MIEDO DE PADECER ENFERMEDAD CIRCULATORIA                    ,0.9183316826820374,K27,miedo a padecer otras enfermedades del aparato circulatorio,0.6853110194206238,,
1453,hipotension arterial,K29,K29,HIPOTENSION ARTERIAL                                        ,1.0,K88,hipotension postural hipotension arterial,0.9022592306137084,,
1455,pericarditis aguda,K70,K70,PERICARDITIS AGUDA                                          ,1.0000001192092896,K70,pericarditis,0.8014832735061646,,
1456,pericarditis aguda derrame pericardico,K70,K70,PERICARDITIS AGUDA                                          ,0.9210599064826964,K70,pericarditis,0.843786895275116,,
1460,ecg bloqueo av 1 grado t negativa anterolateral apica,K80,A91,RESULTADO ANORMAL ECG                                       ,0.506793737411499,K80,BLOQUEO AV TERCER GRADO                                     ,0.4821395874023437,,
1462,parestesia eid,N06,N05,parestesias,0.7752141356468201,N06,PARESTESIA                                                  ,0.7537937164306641,,
1467,posible inicio telarquia,T99,T99,TELARQUIA PRECOZ                                            ,0.6962035894393921,L85,CIFOSIS ADQUIRIDA                                           ,0.5464954376220703,,
1469,anomalia congenita cardiopatia congenita padre,A90,K73,anomalias congenitas del aparato circulatorio,0.5802465081214905,K84,CARDIOMIOPATIA RESTRICTIVA                                  ,0.5650333166122437,,
1470,extrasistoles ventriculares tin,K80,K80,EXTRASISTOLES                                               ,0.7174499034881592,K80,EXTRASISTOLIA VENTRICULAR                                   ,0.5711816549301147,,
1471,ileo obstructivo,K84,D99,ILEO OBSTRUCTIVO                                            ,1.0,D99,ileo obstructivo,1.0,,
1472,angina pecho,K74,K74,angina de pecho,0.9007664322853088,K74,ANGINA DE PECHO                                             ,0.900766372680664,,
1476,infarto agudo miocardio,K75,K75,INFARTO AGUDO DE MIOCARDIO                                  ,0.9843758940696716,K75,infarto agudo de miocardio,0.9843758940696716,,
1477,cardiopatia isquemica,K84,K76,CARDIOPATIA ISQUEMICA                                       ,1.0,K84,CARDIOMIOPATIA HIPERTROFICA                                 ,0.6701019406318665,,
1478,infarto miocardio antiguo posterior silente,K76,K76,INFARTO DE MIOCARDIO ANTIGUO                                ,0.8739213347434998,K75,INFARTO AGUDO DE MIOCARDIO                                  ,0.7557501196861267,,
1479,miocardiopatia hipertrofica predominio apical,K84,K84,MIOCARDIOPATIA RESTRICTIVA                                  ,0.7481921315193176,K84,MIOCARDIOPATIA DILATADA                                     ,0.7134041786193848,,
1480,miocardiopatia,K84,K84,MIOCARDIOPATIA DILATADA                                     ,0.8479083776473999,K84,MIOCARDIOPATIA RESTRICTIVA                                  ,0.8313410878181458,,
1481,cardiopatia isquemica,K84,K76,CARDIOPATIA ISQUEMICA                                       ,1.0,K84,CARDIOMIOPATIA HIPERTROFICA                                 ,0.6701019406318665,,
1482,miocardiopatia hipertrofica,K84,K84,MIOCARDIOPATIA DILATADA                                     ,0.8209983706474304,K84,MIOCARDIOPATIA RESTRICTIVA                                  ,0.8130716681480408,,
1483,cardiopatia isquemica,K76,K76,CARDIOPATIA ISQUEMICA                                       ,1.0,K84,CARDIOMIOPATIA HIPERTROFICA                                 ,0.6701019406318665,,
1486,insuficiencia cardiaca quir,K77,K77,insuficiencia cardiaca,0.8931452035903931,K77,INSUFICIENCIA CARDIACA                                      ,0.8931450843811035,,
1487,insuficiencia cardiaca fa,K77,K77,INSUFICIENCIA CARDIACA                                      ,0.8484041690826416,K77,insuficiencia cardiaca,0.8484041690826416,,
1488,insuficiencia cardiaca,K77,K77,insuficiencia cardiaca,0.9999999403953552,K77,INSUFICIENCIA CARDIACA                                      ,0.9999998807907104,,
1489,insuficiencia cardiaca congestiva,K77,K77,INSUFICIENCIA CARDIACA CONGESTIVA                           ,0.9999998211860656,K77,insuficiencia cardiaca congestiva,0.9999997615814208,,
1490,insuficiencia cardiaca derecha ingreso,K77,K77,INSUFICIENCIA CARDIACA DERECHA                              ,0.9225186705589294,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,0.7629736661911011,,
1491,insuficiencia cardiaca aguda eap,K77,K77,INSUFICIENCIA CARDIACA DERECHA                              ,0.6777377724647522,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,0.6739050149917603,,
1492,insuficiencia cardiaca derecha,K77,K77,INSUFICIENCIA CARDIACA DERECHA                              ,1.0000001192092896,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,0.8208032846450806,,
1493,disnea insuficiencia cardiaca congestiva,R02,K77,insuficiencia cardiaca congestiva,0.9429227113723756,K77,INSUFICIENCIA CARDIACA CONGESTIVA                           ,0.9429226517677308,,
1494,insuficiencia cardiaca izquierda,K77,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,1.0,K77,INSUFICIENCIA CARDIACA DERECHA                              ,0.8208030462265015,,
1495,insuficiencia cardiaca fev1 38,K77,R99,edema pulmonar sin insuficiencia cardiaca,0.6558838486671448,K77,INSUFICIENCIA CARDIACA                                      ,0.6285123229026794,,
1498,insuficiencia cardiaca descompensaci n,K77,K77,INSUFICIENCIA CARDIACA DERECHA                              ,0.805657148361206,K77,INSUFICIENCIA CARDIACA                                      ,0.7953223586082458,,
1499,fibrilacion auricular,K78,K78,FIBRILACION AURICULAR                                       ,1.0,K78,fibrilacion auricular,1.0,,
1500,fibrilacion auricular vigilar,K78,K78,FIBRILACION AURICULAR                                       ,0.9333215951919556,K78,fibrilacion auricular,0.9333215951919556,,
1501,disnea fibrilacion auricular,R02,K78,fibrilacion auricular,0.8604843616485596,K78,FIBRILACION AURICULAR                                       ,0.86048424243927,,
1502,fluter auricular,R02,K78,aleteo auricular,0.6566013693809509,K78,FIBRILOFLUTTER AURICULAR                                    ,0.5436448454856873,,
1504,fibrilacion auricular tro naco,K78,K78,FIBRILACION AURICULAR                                       ,0.812850296497345,K78,fibrilacion auricular,0.8128502368927002,,
1505,fibrilacion auricular acod,K78,K78,FIBRILACION AURICULAR                                       ,0.9424986839294434,K78,fibrilacion auricular,0.9424986839294434,,
1507,fibrilacion auricular paroxistica,K78,K78,FIBRILACION AURICULAR                                       ,0.9153534173965454,K78,fibrilacion auricular,0.9153533577919006,,
1509,fibrilacion auricular cardiopatia hta,K78,K78,FIBRILACION AURICULAR                                       ,0.8251990079879761,K78,fibrilacion auricular,0.8251990079879761,,
1510,parestesia estenosis canal,N06,N06,PARESTESIA                                                  ,0.549024760723114,N05,parestesias,0.547070324420929,,
1511,luxacion acromioclavicular izquierdo,L80,L80,LUXACION ACROMIOCLAVICULAR                                  ,0.940720796585083,K02,tension atribuida al corazon,0.5420267581939697,,
1512,taquicardia paroxistica supraventricular,K79,K79,TAQUICARDIA PAROXISTICA SUPRAVENTRICULAR                    ,1.0000001192092896,K79,taquicardia paroxistica,0.8630373477935791,,
1513,taquicardia auricular parox stica,K79,K79,TAQUICARDIA PAROXISTICA SUPRAVENTRICULAR                    ,0.8585415482521057,K80,TAQUICARDIA AURICULAR                                       ,0.8432906866073608,,
1514,taquicardia sinusal,K80,K80,TAQUICARDIA SINUSAL                                         ,0.9999999403953552,K79,taquicardia paroxistica,0.8630521893501282,,
1515,inyectables optovite im vit b12,B81,T91,VITAMINA B12 BAJA                                           ,0.6716651320457458,B81,ANEMIA POR DEFICIT DE VIT. B12                              ,0.4966112673282623,,
1516,extrasistoles aislados holter 11 3 19 pedido dra daga cardi,K80,K84,paro cardiaco,0.6345914006233215,K84,PARO CARDIACO                                               ,0.6345913410186768,,
1517,extrasistoles supraventriculares,K80,K80,EXTRASISTOLES                                               ,0.7825202345848083,K80,EXTRASISTOLIA SUPRAVENTRICULAR                              ,0.7792094945907593,,
1518,extrasistoles palpitaciones,K80,K80,EXTRASISTOLES                                               ,0.633967936038971,K04,palpitaciones de los latidos cardiacos,0.5893396735191345,,
1519,soplo cardiaco,K81,K81,SOPLO CARDIACO                                              ,0.9999998807907104,K81,soplos cardiaco,0.9674527645111084,,
1520,colico renal izquierdo,U14,U14,COLICO RENAL                                                ,0.8480052947998047,U14,COLICO NEFRITICO                                            ,0.6616413593292236,,
1521,colico renal derecho,U14,U14,COLICO RENAL                                                ,0.8108574748039246,U14,COLICO NEFRITICO                                            ,0.6085965633392334,,
1522,quiste renal,U71,U85,QUISTE RENAL CONGENITO                                      ,0.9182579517364502,U99,fallo renal,0.602320671081543,,
1523,posible colico renal izquierdo,U14,U14,COLICO RENAL                                                ,0.7745620012283325,U14,COLICO NEFRITICO                                            ,0.6318159103393555,,
1524,colico renal ambos as,U14,U14,COLICO RENAL                                                ,0.7683237195014954,U14,COLICO RENOURETRAL                                          ,0.6110774874687195,,
1525,soplo cardiaco inocente,K81,K81,SOPLO CARDIACO INOCENTE                                     ,0.9999999403953552,K81,SOPLO CARDIACO                                              ,0.8699185848236084,,
1527,colico renal izquierdo,U14,U14,COLICO RENAL                                                ,0.8480052947998047,U14,COLICO NEFRITICO                                            ,0.6616413593292236,,
1528,colico renal izdo,A14,U14,COLICO RENAL                                                ,0.8062754273414612,U14,COLICO RENOURETRAL                                          ,0.6616897583007812,,
1529,colico renal,A14,U14,COLICO RENAL                                                ,1.0000001192092896,U14,COLICO NEFRITICO                                            ,0.6907832026481628,,
1531,soplo cardiaco ia0 ligera,K81,K81,SOPLO CARDIACO                                              ,0.7858111262321472,K81,soplos cardiaco,0.7752548456192017,,
1533,itu colico renal,U71,U14,COLICO RENAL                                                ,0.8243637084960938,U14,COLICO RENOURETRAL                                          ,0.6051504015922546,,
1534,colico renal derecho complicado,U14,U14,COLICO RENAL                                                ,0.721652626991272,W71,INFECCION URINARIA EN EL EMBARAZO                           ,0.5361423492431641,,
1535,colico renal derecho estudio,U14,U14,COLICO RENAL                                                ,0.7305594086647034,U14,COLICO NEFRITICO                                            ,0.6011876463890076,,
1536,colico renal,A14,U14,COLICO RENAL                                                ,1.0000001192092896,U14,COLICO NEFRITICO                                            ,0.6907832026481628,,
1537,soplo cardiaco im ligera,K81,K81,soplos cardiaco,0.7606810331344604,K81,SOPLO CARDIACO                                              ,0.7602020502090454,,
1538,colico renal iz amilasas orina elevadas,U14,U14,COLICO RENAL                                                ,0.7324140071868896,U14,COLICO RENOURETRAL                                          ,0.5348528623580933,,
1542,tromboembolismo pulmonar,K93,K93,TROMBOEMBOLISMO PULMONAR                                    ,1.0000001192092896,K93,embolismo pulmonar,0.8795406222343445,,
1544,tromboembolismo pulmonar tvp,K93,K93,TROMBOEMBOLISMO PULMONAR                                    ,0.8981155753135681,K93,EMBOLIA PULMONAR                                            ,0.7614313960075378,,
1545,valvulopatia mitralortica,K83,K83,valvulopatias mitral,0.9409649968147278,K83,prolapso valvula mitral,0.8076837658882141,,
1555,bloqueo rama derecha,K84,K84,bloqueos de rama,0.7283329367637634,K84,BLOQUEO DE RAMA IZDA                                        ,0.6708880662918091,,
1556,soplo cardiaco funcional,K81,K81,SOPLO CARDIACO FUNCIONAL                                    ,1.0000001192092896,K81,SOPLO CARDIACO                                              ,0.9249213337898254,,
1558,arritmia cardiaca,K80,K84,arritmia cardiaca,0.9999999403953552,K05,otras anormalidades del ritmo cardiaco,0.5801737308502197,,
1559,enfermedad cardiaca arritmia,K84,K84,arritmia cardiaca,0.7771744132041931,K27,MIEDO DE PADECER ENFERMEDAD CARDIACA                        ,0.643693745136261,,
