indice|level|info|code
2720|Differ GT|Recomienda LLM suspiro simil 59 AP: R03|25423001
2720|fallo|No tenemos ciap|866224009 
2721|AP|disnea|R02
2721||Codigo ciap mas apropiado | R29
2721|Differ GT|Recomienda LLM distrés respiratorio simil 62 AP: R29|67782005
2721|fallo|No tenemos ciap|271825005 
2722|AP|respiracion ruidosa|R03
2722|correcto|correcto AP R03 llm 248573009 |
2723|AP|respiracion ruidosa deterioro progresivo|R03
2723|correcto|correcto AP R03 llm 248573009 |
2724|AP|comprobaci n tt exploraci n|A97
2724|fallo|No tenemos ciap|235101000 
2725|AP|leve dismetria eeii|L98
2725|fallo|No tenemos ciap|165468009 
2726|AP|dismetria eeii congenita|L82
2726|fallo|No tenemos ciap|778001003 
2727|AP|sindrome apnea obstructiva sue cepap|P06
2727|correcto|correcto AP P06 llm 78275009 |
2728|AP|dolopr muelas|D82
2728||Codigo ciap mas apropiado | L11
2728|Differ GT|Recomienda LLM muñeca dolorosa simil 56 AP: L11|56608008
2728|fallo|No tenemos ciap|25668000 
2729|AP|esguince articular|L79
2729|correcto|correcto AP L79 llm 105611005 |
2730|AP|gusto malo boca|D20
2730|fallo|No tenemos ciap|87177002 
2731|AP|sepsis origen respiratorio|W70
2731||Codigo ciap mas apropiado | R70
2731|Differ GT|Recomienda LLM infección bacteriana respiratoria simil 66 AP: R70|312117008
2731||Codigo ciap mas apropiado | R74
2731||Codigo ciap mas apropiado | R83
2731||Codigo ciap mas apropiado | R99
2731||Codigo ciap mas apropiado | A78
2731|Differ GT|Recomienda LLM2  infección bacteriana respiratoria simil 64 AP: R74|275498002
2731|Differ GT|Recomienda LLM2  infección bacteriana respiratoria simil 64 AP: R83|275498002
2731|Differ GT|Recomienda LLM2  infección bacteriana respiratoria simil 64 AP: R99|275498002
2731|Differ GT|Recomienda LLM2  infección bacteriana respiratoria simil 64 AP: A78|275498002
2732|AP|apnea cpap|R04
2732|correcto|correcto AP R04 llm 1023001 |
2733|AP|lagrimeo ambos as|F03
2733||Codigo ciap mas apropiado | R96
2733|Differ GT|Recomienda LLM asma leve simil 61 AP: R96|370218001
2733||Codigo ciap mas apropiado | R96
2733|Differ GT|Recomienda LLM2  asma leve simil 57 AP: R96|281239006
2734|AP|apnea estudio|R04
2734|correcto|correcto AP R04 llm 17057004 |
2735|AP|sindrome apnea obstructiva sue cipap|P06
2735|correcto|correcto AP P06 llm 78275009 |
2736|AP|ombligo supuracion|S29
2736||Codigo ciap mas apropiado | D91
2736|Differ GT|Recomienda LLM ombligo simil 64 AP: D91|78220002
2736||Codigo ciap mas apropiado | H05
2736||Codigo ciap mas apropiado | H04
2736|Differ GT|Recomienda LLM2  ombligo simil 62 AP: H05|65668001
2736|Differ GT|Recomienda LLM2  ombligo simil 62 AP: H04|65668001
2737|AP|otorrea derecho|H04
2737||Codigo ciap mas apropiado | F81
2737||Codigo ciap mas apropiado | F74
2737||Codigo ciap mas apropiado | F13
2737||Codigo ciap mas apropiado | F99
2737||Codigo ciap mas apropiado | F15
2737||Codigo ciap mas apropiado | F29
2737||Codigo ciap mas apropiado | F93
2737||Codigo ciap mas apropiado | F93
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F81|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F74|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F13|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F99|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F15|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F29|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F93|18944008
2737|Differ GT|Recomienda LLM ojo derecho simil 72 AP: F93|18944008
2737|fallo|No tenemos ciap|336381000119109 
2738|AP|ronchas|S05
2738||Codigo ciap mas apropiado | R04
2738||Codigo ciap mas apropiado | R03
2738|Differ GT|Recomienda LLM respiración ronca simil 67 AP: R04|248577005
2738|Differ GT|Recomienda LLM respiración ronca simil 67 AP: R03|248577005
2738|fallo|No tenemos ciap|65124004 
2739|AP|ronquido|R90
2739||Codigo ciap mas apropiado | R29
2739||Codigo ciap mas apropiado | R05
2739||Codigo ciap mas apropiado | R07
2739|Differ GT|Recomienda LLM ronquido simil 99 AP: R29|72863001
2739|Differ GT|Recomienda LLM ronquido simil 99 AP: R05|72863001
2739|Differ GT|Recomienda LLM ronquido simil 99 AP: R07|72863001
2739|fallo|No tenemos ciap|18639004 
2740|AP|dificultad respirar|R02
2740||Codigo ciap mas apropiado | R29
2740|Differ GT|Recomienda LLM distrés respiratorio simil 76 AP: R29|67782005
2740|fallo|No tenemos ciap|271825005 
2741|AP|trastorno sue apnea|P06
2741|correcto|correcto AP P06 llm 73430006 |
2742|AP|tos cronica|R05
2742|fallo|No tenemos ciap|248185005 
2743|AP|tos seca|R05
2743|correcto|correcto AP R05 llm 49727002 |
2744|AP|tos productiva|R05
2744||Codigo ciap mas apropiado | T92
2744|Differ GT|Recomienda LLM tofo simil 58 AP: T92|240042004
2744||Codigo ciap mas apropiado | P79
2744|Differ GT|Recomienda LLM2  tofo simil 52 AP: P79|102922001
2745|AP|tos seca astenia|R05
2745||Codigo ciap mas apropiado | A05
2745||Codigo ciap mas apropiado | A04
2745|Differ GT|Recomienda LLM astenia simil 80 AP: A05|13791008
2745|Igual GT|Recomienda LLM astenia simil 80 AP: A04|13791008
2745|fallo|No tenemos ciap|723444009 
2746|AP|tos|R05
2746|correcto|correcto AP R05 llm 49727002 |
2747|AP|cva tos|R05
2747||Codigo ciap mas apropiado | K90
2747|Differ GT|Recomienda LLM stroke simil 66 AP: K90|230690007
2747||Codigo ciap mas apropiado | N70
2747||Codigo ciap mas apropiado | N99
2747||Codigo ciap mas apropiado | N99
2747|Differ GT|Recomienda LLM2  stroke simil 61 AP: N70|230689003
2747|Differ GT|Recomienda LLM2  stroke simil 61 AP: N99|230689003
2747|Differ GT|Recomienda LLM2  stroke simil 61 AP: N99|230689003
2748|AP|tos seca picor|R05
2748|fallo|No tenemos ciap|14077003 
2749|AP|epistaxis|R06
2749|correcto|correcto AP R06 llm 249366005 |
2750|AP|sangrado nasal|R06
2750|correcto|correcto AP R06 llm 249366005 |
2751|AP|congestion nasal|R07
2751|correcto|correcto AP R07 llm 68235000 |
2752|AP|obstruccion nasal|R07
2752|correcto|correcto AP R07 llm 68235000 |
2753|AP|sensacion congestion oido|H13
2753|fallo|No tenemos ciap|717812000 
2754|AP|parto ventosa|W90
2754||Codigo ciap mas apropiado | H82
2754||Codigo ciap mas apropiado | H83
2754|Differ GT|Recomienda LLM ventana redonda simil 72 AP: H82|28784008
2754|Differ GT|Recomienda LLM ventana redonda simil 72 AP: H83|28784008
2754|fallo|No tenemos ciap|3931001 
2755|AP|sensacion congestion oido ototubaritis|H13
2755||Codigo ciap mas apropiado | H74
2755|Differ GT|Recomienda LLM miringitis crónica sin mención de otitis media simil 68 AP: H74|89723004
2755||Codigo ciap mas apropiado | H74
2755|Differ GT|Recomienda LLM2  miringitis crónica sin mención de otitis media simil 66 AP: H74|429767005
2756|AP|parto complicado ventosa|W92
2756|fallo|No tenemos ciap|53085002 
2757|AP|fractura huesos propios nariz cerrada|L76
2757|fallo|No tenemos ciap|28078000 
2758|AP|picor nasal|R08
2758|fallo|No tenemos ciap|277220002 
2759|AP|goteo postnasal|R08
2759|fallo|No tenemos ciap|66183003 
2760|AP|sintoma signo nasal|R08
2760||Codigo ciap mas apropiado | R06
2760||Codigo ciap mas apropiado | R07
2760||Codigo ciap mas apropiado | R07
2760|Differ GT|Recomienda LLM síntomas nasales simil 82 AP: R06|249307003
2760|Differ GT|Recomienda LLM síntomas nasales simil 82 AP: R07|249307003
2760|Differ GT|Recomienda LLM síntomas nasales simil 82 AP: R07|249307003
2760||Codigo ciap mas apropiado | R06
2760||Codigo ciap mas apropiado | R07
2760||Codigo ciap mas apropiado | R07
2760|Differ GT|Recomienda LLM2  síntomas nasales simil 81 AP: R06|249307003
2760|Differ GT|Recomienda LLM2  síntomas nasales simil 81 AP: R07|249307003
2760|Differ GT|Recomienda LLM2  síntomas nasales simil 81 AP: R07|249307003
2761|AP|fractura huesos propios nariz|L76
2761|fallo|No tenemos ciap|127283002 
2762|AP|fract huesos propios nariz herida|L76
2762|fallo|No tenemos ciap|262675006 
2763|AP|dolor nasal|R08
2763||Codigo ciap mas apropiado | R07
2763|Differ GT|Recomienda LLM congestión nasal simil 73 AP: R07|68235000
2763||Codigo ciap mas apropiado | R06
2763|Differ GT|Recomienda LLM2  congestión nasal simil 71 AP: R06|249366005
2764|AP|sintoma signo nasal rititis|R08
2764||Codigo ciap mas apropiado | R06
2764||Codigo ciap mas apropiado | R07
2764||Codigo ciap mas apropiado | R07
2764|Differ GT|Recomienda LLM síntomas nasales simil 72 AP: R06|249307003
2764|Differ GT|Recomienda LLM síntomas nasales simil 72 AP: R07|249307003
2764|Differ GT|Recomienda LLM síntomas nasales simil 72 AP: R07|249307003
2764||Codigo ciap mas apropiado | R06
2764||Codigo ciap mas apropiado | R07
2764||Codigo ciap mas apropiado | R07
2764|Differ GT|Recomienda LLM2  síntomas nasales simil 71 AP: R06|249307003
2764|Differ GT|Recomienda LLM2  síntomas nasales simil 71 AP: R07|249307003
2764|Differ GT|Recomienda LLM2  síntomas nasales simil 71 AP: R07|249307003
2765|AP|dolor spalda|L03
2765||Codigo ciap mas apropiado | N03
2765|Differ GT|Recomienda LLM dolor en la cara simil 76 AP: N03|95668009
2765|fallo|No tenemos ciap|285375003 
2766|AP|dolor gingival|D19
2766|correcto|correcto AP D19 llm 11114002 |
2767|AP|sintoma signo orina refiere azul|U07
2767|fallo|No tenemos ciap|762881005 
2768|AP|dolor encias|D19
2768|correcto|correcto AP D19 llm 11114002 |
2769|AP|sintoma signo climaterio|X11
2769||Codigo ciap mas apropiado | R06
2769|Differ GT|Recomienda LLM signo O síntoma vascular simil 64 AP: R06|21829004
2769||Codigo ciap mas apropiado | X21
2769|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 60 AP: X21|198116001
2770|AP|sintoma signo testiculo derecho|Y05
2770||Codigo ciap mas apropiado | Y83
2770||Codigo ciap mas apropiado | Y86
2770||Codigo ciap mas apropiado | Y74
2770||Codigo ciap mas apropiado | Y74
2770|Differ GT|Recomienda LLM estructura del testículo derecho simil 75 AP: Y83|15598003
2770|Differ GT|Recomienda LLM estructura del testículo derecho simil 75 AP: Y86|15598003
2770|Differ GT|Recomienda LLM estructura del testículo derecho simil 75 AP: Y74|15598003
2770|Differ GT|Recomienda LLM estructura del testículo derecho simil 75 AP: Y74|15598003
2770|fallo|No tenemos ciap|367719007 
2771|AP|sintoma signo testiculo ambos as|Y05
2771||Codigo ciap mas apropiado | Y83
2771||Codigo ciap mas apropiado | Y86
2771||Codigo ciap mas apropiado | Y74
2771|Differ GT|Recomienda LLM estructura de testículo simil 64 AP: Y83|40689003
2771|Differ GT|Recomienda LLM estructura de testículo simil 64 AP: Y86|40689003
2771|Differ GT|Recomienda LLM estructura de testículo simil 64 AP: Y74|40689003
2771|fallo|No tenemos ciap|111551000 
2772|AP|dolor garganta|R21
2772|correcto|correcto AP R21 llm 162397003 |
2773|AP|sintoma signo garganta|R21
2773||Codigo ciap mas apropiado | X21
2773|Differ GT|Recomienda LLM signos y síntomas mamarios simil 74 AP: X21|198116001
2773||Codigo ciap mas apropiado | R06
2773|Differ GT|Recomienda LLM2  signos y síntomas mamarios simil 71 AP: R06|21829004
2774|AP|bulto garganta|R21
2774||Codigo ciap mas apropiado | X19
2774|Differ GT|Recomienda LLM bulto mamario simil 75 AP: X19|89164003
2774|fallo|No tenemos ciap|14518006 
2775|AP|sequedad garganta|R21
2775|fallo|No tenemos ciap|181423002 
2776|AP|inflamacion garganta afonia|R21
2776||Codigo ciap mas apropiado | R75
2776||Codigo ciap mas apropiado | N71
2776||Codigo ciap mas apropiado | F72
2776||Codigo ciap mas apropiado | F73
2776||Codigo ciap mas apropiado | F73
2776||Codigo ciap mas apropiado | F73
2776||Codigo ciap mas apropiado | F72
2776||Codigo ciap mas apropiado | D83
2776||Codigo ciap mas apropiado | D83
2776||Codigo ciap mas apropiado | D20
2776||Codigo ciap mas apropiado | D83
2776||Codigo ciap mas apropiado | D82
2776||Codigo ciap mas apropiado | D87
2776||Codigo ciap mas apropiado | D82
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: R75|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: N71|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: F72|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: F73|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: F73|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: F73|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: F72|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D83|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D83|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D20|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D83|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D82|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D87|61170000
2776|Differ GT|Recomienda LLM inflamación de la boca simil 65 AP: D82|61170000
2776|fallo|No tenemos ciap|445247000 
2777|AP|aftas herida boca|D83
2777|fallo|No tenemos ciap|210358000 
2778|AP|inflamacion garganta|R21
2778||Codigo ciap mas apropiado | R75
2778||Codigo ciap mas apropiado | N71
2778||Codigo ciap mas apropiado | F72
2778||Codigo ciap mas apropiado | F73
2778||Codigo ciap mas apropiado | F73
2778||Codigo ciap mas apropiado | F73
2778||Codigo ciap mas apropiado | F72
2778||Codigo ciap mas apropiado | D83
2778||Codigo ciap mas apropiado | D83
2778||Codigo ciap mas apropiado | D20
2778||Codigo ciap mas apropiado | D83
2778||Codigo ciap mas apropiado | D82
2778||Codigo ciap mas apropiado | D87
2778||Codigo ciap mas apropiado | D82
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: R75|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: N71|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: F72|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: F73|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: F73|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: F73|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: F72|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D83|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D83|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D20|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D83|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D82|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D87|61170000
2778|Differ GT|Recomienda LLM inflamación de la boca simil 61 AP: D82|61170000
2778||Codigo ciap mas apropiado | H82
2778|Differ GT|Recomienda LLM2  inflamación de la boca simil 60 AP: H82|1089011000119101
2779|AP|tapon cerumen drcho|H81
2779|correcto|correcto AP H81 llm 18070006 |
2780|AP|quemazon boca|D20
2780|fallo|No tenemos ciap|87177002 
2781|AP|quiste boca|R99
2781|fallo|No tenemos ciap|74050005 
2782|AP|tendinitis derecho glutea dcha|L87
2782|correcto|correcto AP L87 llm 58781003 |
2783|AP|eccema palpebra bil|S88
2783||Codigo ciap mas apropiado | F72
2783|Differ GT|Recomienda LLM dermatosis palpebral no infecciosa simil 72 AP: F72|111524003
2783||Codigo ciap mas apropiado | F72
2783||Codigo ciap mas apropiado | F73
2783|Differ GT|Recomienda LLM2  dermatosis palpebral no infecciosa simil 69 AP: F72|424918001
2783|Differ GT|Recomienda LLM2  dermatosis palpebral no infecciosa simil 69 AP: F73|424918001
2784|AP|dolor garganta fiebre|R21
2784|fallo|No tenemos ciap|79974007 
2785|AP|lengua roja|D20
2785|correcto|correcto AP D20 llm 30731004 |
2786|AP|tos sibilantes|R05
2786||Codigo ciap mas apropiado | L73
2786||Codigo ciap mas apropiado | L78
2786|Differ GT|Recomienda LLM tobillo simil 53 AP: L73|344001
2786|Differ GT|Recomienda LLM tobillo simil 53 AP: L78|344001
2786||Codigo ciap mas apropiado | L16
2786|Differ GT|Recomienda LLM2  tobillo simil 53 AP: L16|267039000
2787|AP|tenosinovitis tobillo dcho|A81
2787||Codigo ciap mas apropiado | L87
2787|Differ GT|Recomienda LLM tenosinovitis de tobillo simil 85 AP: L87|202907005
2787||Codigo ciap mas apropiado | L87
2787|Differ GT|Recomienda LLM2  tenosinovitis de tobillo simil 84 AP: L87|202907005
2788|AP|hueso impactado garganta|D21
2788|fallo|No tenemos ciap|73117003 
2789|AP|sintoma signo amigdalar|R22
2789||Codigo ciap mas apropiado | P20
2789||Codigo ciap mas apropiado | A29
2789|Differ GT|Recomienda LLM síntomas generales simil 63 AP: P20|267022002
2789|Differ GT|Recomienda LLM síntomas generales simil 63 AP: A29|267022002
2789|fallo|No tenemos ciap|162335008 
2790|AP|sintoma signo senos paranasales|R09
2790||Codigo ciap mas apropiado | R06
2790||Codigo ciap mas apropiado | R07
2790||Codigo ciap mas apropiado | R07
2790|Differ GT|Recomienda LLM síntoma nasal simil 80 AP: R06|249307003
2790|Differ GT|Recomienda LLM síntoma nasal simil 80 AP: R07|249307003
2790|Differ GT|Recomienda LLM síntoma nasal simil 80 AP: R07|249307003
2790||Codigo ciap mas apropiado | R06
2790||Codigo ciap mas apropiado | R07
2790||Codigo ciap mas apropiado | R07
2790|Differ GT|Recomienda LLM2  síntoma nasal simil 79 AP: R06|249307003
2790|Differ GT|Recomienda LLM2  síntoma nasal simil 79 AP: R07|249307003
2790|Differ GT|Recomienda LLM2  síntoma nasal simil 79 AP: R07|249307003
2791|AP|hombro doloroso ambos as|L92
2791|correcto|correcto AP L92 llm 399114005 |
2792|AP|dolor facial atipico|N92
2792||Codigo ciap mas apropiado | N03
2792|Igual GT|Recomienda LLM dolor facial atípico simil 99 AP: N03|71303008
2792||Codigo ciap mas apropiado | N03
2792|Igual GT|Recomienda LLM2 dolor facial atípico simil 75 AP: N03|274666009
2793|AP|pubarquia|T99
2793||Codigo ciap mas apropiado | D81
2793|Differ GT|Recomienda LLM queilosquisis simil 60 AP: D81|80281008
2793||Codigo ciap mas apropiado | R29
2793||Codigo ciap mas apropiado | R05
2793||Codigo ciap mas apropiado | R07
2793|Differ GT|Recomienda LLM2  queilosquisis simil 60 AP: R29|72863001
2793|Differ GT|Recomienda LLM2  queilosquisis simil 60 AP: R05|72863001
2793|Differ GT|Recomienda LLM2  queilosquisis simil 60 AP: R07|72863001
2794|AP|adrenarquia|T99
2794|fallo|No tenemos ciap|103020000 
2795|AP|boqueras|D83
2795||Codigo ciap mas apropiado | N89
2795|Differ GT|Recomienda LLM jaqueca simil 69 AP: N89|37796009
2795||Codigo ciap mas apropiado | T81
2795|Differ GT|Recomienda LLM2  jaqueca simil 66 AP: T81|3716002
2796|AP|disfonia ira|R23
2796|correcto|correcto AP R23 llm 16617009 |
2797|AP|jaqueca|N89
2797|correcto|correcto AP N89 llm 37796009 |
2798|AP|orquitis derecho|Y74
2798|correcto|correcto AP Y74 llm 10194007 |
2799|AP|expectoracion hemoptoica|R24
2799|fallo|No tenemos ciap|386675004 
2800|AP|parestesia hemicuerpo izq|N06
2800|fallo|No tenemos ciap|22631008 
2801|AP|hemo vitreo|F99
2801||Codigo ciap mas apropiado | F04
2801|Differ GT|Recomienda LLM vítreo vacío simil 72 AP: F04|232077005
2801||Codigo ciap mas apropiado | F83
2801|Differ GT|Recomienda LLM2  vítreo vacío simil 63 AP: F83|47538007
2802|AP|tos productiva hemoptoica|R05
2802||Codigo ciap mas apropiado | T92
2802|Differ GT|Recomienda LLM tofo simil 55 AP: T92|240042004
2802|fallo|No tenemos ciap|6685009 
2803|AP|hemiparesia|N99
2803|correcto|correcto AP N99 llm 20022000 |
2804|AP|flemas color anormal|R25
2804|fallo|No tenemos ciap|421560006 
2805|AP|orina anormal rao|U07
2805||Codigo ciap mas apropiado | P79
2805|Differ GT|Recomienda LLM miedo anormal simil 54 AP: P79|386808001
2805|fallo|No tenemos ciap|167431007 
2806|AP|flemas cantidad anormal|R25
2806|fallo|No tenemos ciap|29375001 
2807|AP|resultado anormal ecg|A91
2807||Codigo ciap mas apropiado | H70
2807|Differ GT|Recomienda LLM lesión de conducto auditivo simil 51 AP: H70|300130009
2807||Codigo ciap mas apropiado | F73
2807||Codigo ciap mas apropiado | F80
2807|Differ GT|Recomienda LLM2  lesión de conducto auditivo simil 51 AP: F73|231846009
2807|Differ GT|Recomienda LLM2  lesión de conducto auditivo simil 51 AP: F80|231846009
2808|AP|miedo padecer enfermedad respiratoria|R27
2808||Codigo ciap mas apropiado | R78
2808||Codigo ciap mas apropiado | R74
2808||Codigo ciap mas apropiado | R75
2808||Codigo ciap mas apropiado | R83
2808||Codigo ciap mas apropiado | R99
2808|Differ GT|Recomienda LLM enfermedad respiratoria aguda simil 76 AP: R78|111273006
2808|Differ GT|Recomienda LLM enfermedad respiratoria aguda simil 76 AP: R74|111273006
2808|Differ GT|Recomienda LLM enfermedad respiratoria aguda simil 76 AP: R75|111273006
2808|Differ GT|Recomienda LLM enfermedad respiratoria aguda simil 76 AP: R83|111273006
2808|Differ GT|Recomienda LLM enfermedad respiratoria aguda simil 76 AP: R99|111273006
2808||Codigo ciap mas apropiado | R90
2808||Codigo ciap mas apropiado | R83
2808||Codigo ciap mas apropiado | R91
2808||Codigo ciap mas apropiado | R99
2808|Differ GT|Recomienda LLM2  enfermedad respiratoria aguda simil 75 AP: R90|17097001
2808|Differ GT|Recomienda LLM2  enfermedad respiratoria aguda simil 75 AP: R83|17097001
2808|Differ GT|Recomienda LLM2  enfermedad respiratoria aguda simil 75 AP: R91|17097001
2808|Differ GT|Recomienda LLM2  enfermedad respiratoria aguda simil 75 AP: R99|17097001
2809|AP|opresion torax origen respiratorio|R29
2809|correcto|correcto AP R29 llm 301257008 |
2810|AP|congestion pulmonar|R29
2810|correcto|correcto AP R29 llm 19242006 |
2811|AP|hipoacusia conduccion|H86
2811|correcto|correcto AP H86 llm 44057004 |
2812|AP|forunculosis|S10
2812|correcto|correcto AP S10 llm 416675009 |
2813|AP|tbc pulmonar nodulo pleural|R70
2813|correcto|correcto AP R70 llm 186182003 |
2814|AP|tuberculosis pulmonar|R70
2814|correcto|correcto AP R70 llm 154283005 |
2815|AP|tosferina|R71
2815|correcto|correcto AP R71 llm 27836007 |
2816|AP|omalgia ambos as|L08
2816|correcto|correcto AP L08 llm 20793008 |
2817|AP|quiste epididimo ambos as|Y99
2817||Codigo ciap mas apropiado | Y74
2817||Codigo ciap mas apropiado | Y74
2817|Igual GT|Recomienda LLM quiste epididimario simil 84 AP: Y74|43077002
2817|Igual GT|Recomienda LLM quiste epididimario simil 84 AP: Y74|43077002
2817||Codigo ciap mas apropiado | Y74
2817||Codigo ciap mas apropiado | Y74
2817|Igual GT|Recomienda LLM2 quiste epididimario simil 83 AP: Y74|43077002
2817|Igual GT|Recomienda LLM2 quiste epididimario simil 83 AP: Y74|43077002
2818|AP|talalgia ambos as|L17
2818|correcto|correcto AP L17 llm 10085004 |
2819|AP|juanete ambos as|L98
2819|correcto|correcto AP L98 llm 7951001 |
2820|AP|lentigo maligno cirugia radical|S79
2820||Codigo ciap mas apropiado | S80
2820||Codigo ciap mas apropiado | S80
2820||Codigo ciap mas apropiado | S99
2820||Codigo ciap mas apropiado | S20
2820||Codigo ciap mas apropiado | S75
2820|Differ GT|Recomienda LLM lentigo maligno simil 72 AP: S80|302836005
2820|Differ GT|Recomienda LLM lentigo maligno simil 72 AP: S80|302836005
2820|Differ GT|Recomienda LLM lentigo maligno simil 72 AP: S99|302836005
2820|Differ GT|Recomienda LLM lentigo maligno simil 72 AP: S20|302836005
2820|Differ GT|Recomienda LLM lentigo maligno simil 72 AP: S75|302836005
2820||Codigo ciap mas apropiado | S80
2820||Codigo ciap mas apropiado | S80
2820||Codigo ciap mas apropiado | S99
2820||Codigo ciap mas apropiado | S20
2820||Codigo ciap mas apropiado | S75
2820|Differ GT|Recomienda LLM2  lentigo maligno simil 72 AP: S80|302836005
2820|Differ GT|Recomienda LLM2  lentigo maligno simil 72 AP: S80|302836005
2820|Differ GT|Recomienda LLM2  lentigo maligno simil 72 AP: S99|302836005
2820|Differ GT|Recomienda LLM2  lentigo maligno simil 72 AP: S20|302836005
2820|Differ GT|Recomienda LLM2  lentigo maligno simil 72 AP: S75|302836005
2821|AP|orzuelo ambos as|F72
2821|correcto|correcto AP F72 llm 397513003 |
2822|AP|pie plano valgo ambos as|L98
2822|fallo|No tenemos ciap|275344002 
2823|AP|faringitis aguda estreptococica|R72
2823|correcto|correcto AP R72 llm 43878008 |
2824|AP|faringoamigdalitis estreptococica|R72
2824|correcto|correcto AP R72 llm 41582007 |
2825|AP|amigdalitis aguda estreptococica|R72
2825|correcto|correcto AP R72 llm 41582007 |
2826|AP|faringoamigdalitis|R72
2826||Codigo ciap mas apropiado | R90
2826||Codigo ciap mas apropiado | R76
2826|Differ GT|Recomienda LLM faringoamigdalitis simil 100 AP: R90|878818001
2826|Differ GT|Recomienda LLM faringoamigdalitis simil 100 AP: R76|878818001
2826||Codigo ciap mas apropiado | R74
2826|Differ GT|Recomienda LLM2  faringoamigdalitis simil 72 AP: R74|363746003
2827|AP|escarlatina|A78
2827|correcto|correcto AP A78 llm 30242009 |
2828|AP|infeccion sutura quirurgica piercing nasal|A87
2828||Codigo ciap mas apropiado | R73
2828||Codigo ciap mas apropiado | R09
2828||Codigo ciap mas apropiado | R08
2828|Igual GT|Recomienda LLM infección nasal simil 67 AP: R73|275496003
2828|Differ GT|Recomienda LLM infección nasal simil 67 AP: R09|275496003
2828|Differ GT|Recomienda LLM infección nasal simil 67 AP: R08|275496003
2828|fallo|No tenemos ciap|44006003 
2829|AP|queratitis actinica nariz|S08
2829||Codigo ciap mas apropiado | S80
2829|Differ GT|Recomienda LLM queratosis actínica simil 78 AP: S80|201101007
2829|fallo|No tenemos ciap|346051000119103 
2830|AP|eritema localizado nariz|S06
2830|fallo|No tenemos ciap|816994007 
2831|AP|infeccion vias respiratorias altas|R74
2831|correcto|correcto AP R74 llm 50417007 |
2832|AP|infeccion respiratoria vias altas|R74
2832|correcto|correcto AP R74 llm 50417007 |
2833|AP|resfriado comun|R74
2833|fallo|No tenemos ciap|70305005 
2834|AP|faringitis|R85
2834||Codigo ciap mas apropiado | R83
2834||Codigo ciap mas apropiado | R74
2834|Differ GT|Recomienda LLM faringitis simil 100 AP: R83|405737000
2834|Igual GT|Recomienda LLM faringitis simil 100 AP: R74|405737000
2834||Codigo ciap mas apropiado | R74
2834|Igual GT|Recomienda LLM2 faringitis simil 89 AP: R74|363746003
2835|AP|rinitis aguda|R74
2835|fallo|No tenemos ciap|232343007 
2836|AP|rinofaringitis aguda|R74
2836||Codigo ciap mas apropiado | R83
2836|Differ GT|Recomienda LLM rinofaringitis simil 84 AP: R83|51476001
2836||Codigo ciap mas apropiado | R83
2836|Differ GT|Recomienda LLM2  rinofaringitis simil 83 AP: R83|47841006
2837|AP|trastorno ansiedad|R74
2837||Codigo ciap mas apropiado | P74
2837|Igual GT|Recomienda LLM trastorno de ansiedad simil 85 AP: P74|197480006
